Region,City,Boric,Boric_per,Kast,Kast_per,Provoste,Provoste_per,Sichel,Sichel_per,Artes,Artes_per,Enriquez,Enriquez_per,Parisi,Parisi_per,Votos_Emitidos,Votos_Emitidos_per,Votos_Nulos,Votos_Nulos_per,Votos_Blancos,Votos_Blancos_per,Votos_Total,Votos_Total_per,City_id,City_with_id,Region_id,Region_with_id
DE ARICA Y PARINACOTA,total,15077,17.78,25120,29.62,8423,9.93,6194,7.3,983,1.16,4703,5.55,24295,28.65,84795,98.73,756,0.88,332,0.39,85883,100.0,-99,total,1084,1084-DE ARICA Y PARINACOTA
DE ARICA Y PARINACOTA,ARICA,14763,18.16,24070,29.61,7921,9.74,6020,7.41,952,1.17,4536,5.58,23033,28.33,81295,98.78,712,0.87,295,0.36,82302,100.0,157,157-ARICA,1084,1084-DE ARICA Y PARINACOTA
DE ARICA Y PARINACOTA,CAMARONES,111,10.58,252,24.02,195,18.59,57,5.43,6,0.57,53,5.05,375,35.75,1049,98.31,14,1.31,4,0.37,1067,100.0,22534,22534-CAMARONES,1084,1084-DE ARICA Y PARINACOTA
DE ARICA Y PARINACOTA,GENERAL LAGOS,24,4.81,140,28.06,39,7.82,26,5.21,5,1.0,26,5.21,239,47.9,499,97.27,7,1.36,7,1.36,513,100.0,164,164-GENERAL LAGOS,1084,1084-DE ARICA Y PARINACOTA
DE ARICA Y PARINACOTA,PUTRE,179,9.17,658,33.71,268,13.73,91,4.66,20,1.02,88,4.51,648,33.2,1952,97.55,23,1.15,26,1.3,2001,100.0,165,165-PUTRE,1084,1084-DE ARICA Y PARINACOTA
DE TARAPACA,total,19975,18.31,33271,30.49,9441,8.65,8354,7.66,1343,1.23,6874,6.3,29857,27.36,109115,98.92,827,0.75,362,0.33,110304,100.0,-99,total,1085,1085-DE TARAPACA
DE TARAPACA,ALTO HOSPICIO,3183,13.08,5860,24.09,2212,9.09,1212,4.98,263,1.08,1712,7.04,9884,40.63,24326,99.01,173,0.7,70,0.28,24569,100.0,340,340-ALTO HOSPICIO,1085,1085-DE TARAPACA
DE TARAPACA,CAMIÑA,60,6.9,384,44.19,47,5.41,31,3.57,3,0.35,16,1.84,328,37.74,869,98.41,7,0.79,7,0.79,883,100.0,159,159-CAMIÑA,1085,1085-DE TARAPACA
DE TARAPACA,COLCHANE,17,1.88,419,46.25,18,1.99,10,1.1,4,0.44,5,0.55,433,47.79,906,99.02,8,0.87,1,0.11,915,100.0,160,160-COLCHANE,1085,1085-DE TARAPACA
DE TARAPACA,HUARA,207,12.26,479,28.38,157,9.3,88,5.21,12,0.71,78,4.62,667,39.51,1688,97.86,21,1.22,16,0.93,1725,100.0,161,161-HUARA,1085,1085-DE TARAPACA
DE TARAPACA,IQUIQUE,15561,21.11,24111,32.71,6038,8.19,6581,8.93,976,1.32,4687,6.36,15753,21.37,73707,98.95,556,0.75,229,0.31,74492,100.0,163,163-IQUIQUE,1085,1085-DE TARAPACA
DE TARAPACA,PICA,403,15.87,758,29.85,305,12.01,203,8.0,27,1.06,100,3.94,743,29.26,2539,98.99,16,0.62,10,0.39,2565,100.0,162,162-PICA,1085,1085-DE TARAPACA
DE TARAPACA,POZO ALMONTE,544,10.71,1260,24.8,664,13.07,229,4.51,58,1.14,276,5.43,2049,40.33,5080,98.55,46,0.89,29,0.56,5155,100.0,22536,22536-POZO ALMONTE,1085,1085-DE TARAPACA
DE ANTOFAGASTA,total,41451,20.59,42278,21.0,17535,8.71,14726,7.31,2548,1.27,14383,7.14,68419,33.98,201340,98.82,1727,0.85,677,0.33,203744,100.0,-99,total,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,ANTOFAGASTA,28116,23.01,27242,22.29,10136,8.29,9973,8.16,1632,1.34,8858,7.25,36254,29.67,122211,98.91,959,0.78,383,0.31,123553,100.0,11,11-ANTOFAGASTA,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,CALAMA,8984,15.67,11688,20.39,4912,8.57,3589,6.26,595,1.04,3910,6.82,23638,41.24,57316,98.77,522,0.9,189,0.33,58027,100.0,15,15-CALAMA,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,MARIA ELENA,265,14.61,212,11.69,148,8.16,73,4.02,34,1.87,118,6.5,964,53.14,1814,96.49,58,3.09,8,0.43,1880,100.0,18,18-MARIA ELENA,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,MEJILLONES,747,19.33,589,15.24,350,9.06,200,5.18,52,1.35,270,6.99,1656,42.86,3864,98.85,30,0.77,15,0.38,3909,100.0,12,12-MEJILLONES,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,OLLAGUE,29,7.86,53,14.36,25,6.78,12,3.25,3,0.81,27,7.32,220,59.62,369,99.19,2,0.54,1,0.27,372,100.0,16,16-OLLAGUE,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,SAN PEDRO DE ATACAMA,849,26.18,453,13.97,370,11.41,187,5.77,66,2.04,215,6.63,1103,34.01,3243,97.98,42,1.27,25,0.76,3310,100.0,23339,23339-SAN PEDRO DE ATACAMA,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,SIERRA GORDA,102,15.94,132,20.62,79,12.34,27,4.22,5,0.78,61,9.53,234,36.56,640,99.38,4,0.62,0,0.0,644,100.0,13,13-SIERRA GORDA,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,TALTAL,851,23.67,720,20.02,602,16.74,188,5.23,56,1.56,273,7.59,906,25.19,3596,98.49,33,0.9,22,0.6,3651,100.0,23528,23528-TALTAL,1086,1086-DE ANTOFAGASTA
DE ANTOFAGASTA,TOCOPILLA,1508,18.2,1189,14.35,913,11.02,477,5.76,105,1.27,651,7.86,3444,41.56,8287,98.68,77,0.92,34,0.4,8398,100.0,19,19-TOCOPILLA,1086,1086-DE ANTOFAGASTA
DE ATACAMA,total,20401,19.26,18991,17.93,27428,25.9,7092,6.7,1324,1.25,5307,5.01,25355,23.94,105898,98.97,737,0.69,367,0.34,107002,100.0,-99,total,1089,1089-DE ATACAMA
DE ATACAMA,ALTO DEL CARMEN,260,13.44,265,13.7,891,46.05,87,4.5,11,0.57,56,2.89,365,18.86,1935,98.52,15,0.76,14,0.71,1964,100.0,25,25-ALTO DEL CARMEN,1089,1089-DE ATACAMA
DE ATACAMA,CALDERA,1516,21.05,1263,17.53,1680,23.32,440,6.11,105,1.46,458,6.36,1741,24.17,7203,98.79,50,0.69,38,0.52,7291,100.0,22526,22526-CALDERA,1089,1089-DE ATACAMA
DE ATACAMA,CHAÑARAL,1053,21.63,702,14.42,1273,26.14,278,5.71,51,1.05,263,5.4,1249,25.65,4869,98.68,45,0.91,20,0.41,4934,100.0,22525,22525-CHAÑARAL,1089,1089-DE ATACAMA
DE ATACAMA,COPIAPO,11766,21.05,11840,21.18,10378,18.57,4342,7.77,786,1.41,3226,5.77,13555,24.25,55893,99.05,376,0.67,160,0.28,56429,100.0,23,23-COPIAPO,1089,1089-DE ATACAMA
DE ATACAMA,DIEGO DE ALMAGRO,1085,23.44,561,12.12,987,21.33,192,4.15,73,1.58,244,5.27,1486,32.11,4628,98.59,46,0.98,20,0.43,4694,100.0,21,21-DIEGO DE ALMAGRO,1089,1089-DE ATACAMA
DE ATACAMA,FREIRINA,425,16.12,305,11.57,1168,44.31,135,5.12,22,0.83,69,2.62,512,19.42,2636,98.91,17,0.64,12,0.45,2665,100.0,22528,22528-FREIRINA,1089,1089-DE ATACAMA
DE ATACAMA,HUASCO,641,16.58,538,13.92,1309,33.87,196,5.07,58,1.5,193,4.99,930,24.06,3865,98.77,33,0.84,15,0.38,3913,100.0,22531,22531-HUASCO,1089,1089-DE ATACAMA
DE ATACAMA,TIERRA AMARILLA,849,16.96,737,14.72,1163,23.23,318,6.35,45,0.9,279,5.57,1616,32.27,5007,98.7,43,0.85,23,0.45,5073,100.0,24,24-TIERRA AMARILLA,1089,1089-DE ATACAMA
DE ATACAMA,VALLENAR,2806,14.13,2780,14.0,8579,43.19,1104,5.56,173,0.87,519,2.61,3901,19.64,19862,99.12,112,0.56,65,0.32,20039,100.0,28,28-VALLENAR,1089,1089-DE ATACAMA
DE COQUIMBO,total,68205,25.89,56999,21.64,35992,13.66,27410,10.41,3735,1.42,18787,7.13,52294,19.85,263422,98.7,2142,0.8,1328,0.5,266892,100.0,-99,total,1090,1090-DE COQUIMBO
DE COQUIMBO,ANDACOLLO,1181,25.73,661,14.4,797,17.36,307,6.69,64,1.39,408,8.89,1172,25.53,4590,97.66,61,1.3,49,1.04,4700,100.0,66,66-ANDACOLLO,1090,1090-DE COQUIMBO
DE COQUIMBO,CANELA,1161,30.33,663,17.32,851,22.23,294,7.68,46,1.2,134,3.5,679,17.74,3828,98.08,39,1.0,36,0.92,3903,100.0,62,62-CANELA,1090,1090-DE COQUIMBO
DE COQUIMBO,COMBARBALA,1212,24.44,885,17.85,1270,25.61,377,7.6,67,1.35,211,4.25,937,18.89,4959,97.75,56,1.1,58,1.14,5073,100.0,72,72-COMBARBALA,1090,1090-DE COQUIMBO
DE COQUIMBO,COQUIMBO,18946,26.32,15848,22.02,7919,11.0,7474,10.38,1052,1.46,5792,8.05,14955,20.77,71986,98.8,561,0.77,313,0.43,72860,100.0,67,67-COQUIMBO,1090,1090-DE COQUIMBO
DE COQUIMBO,ILLAPEL,3146,26.44,1953,16.41,2104,17.68,1061,8.92,150,1.26,746,6.27,2738,23.01,11898,98.74,82,0.68,70,0.58,12050,100.0,63,63-ILLAPEL,1090,1090-DE COQUIMBO
DE COQUIMBO,LA HIGUERA,459,26.41,322,18.53,296,17.03,109,6.27,30,1.73,116,6.67,406,23.36,1738,97.26,23,1.29,26,1.45,1787,100.0,68,68-LA HIGUERA,1090,1090-DE COQUIMBO
DE COQUIMBO,LA SERENA,23116,27.84,20297,24.44,9044,10.89,10034,12.08,1218,1.47,5562,6.7,13763,16.58,83034,99.06,532,0.63,255,0.3,83821,100.0,69,69-LA SERENA,1090,1090-DE COQUIMBO
DE COQUIMBO,LOS VILOS,2142,27.26,1431,18.21,1331,16.94,801,10.19,150,1.91,659,8.39,1345,17.11,7859,98.53,75,0.94,42,0.53,7976,100.0,64,64-LOS VILOS,1090,1090-DE COQUIMBO
DE COQUIMBO,MONTE PATRIA,1972,19.66,1896,18.91,1837,18.32,794,7.92,185,1.84,748,7.46,2596,25.89,10028,98.09,115,1.12,80,0.78,10223,100.0,73,73-MONTE PATRIA,1090,1090-DE COQUIMBO
DE COQUIMBO,OVALLE,8759,23.88,7746,21.12,5571,15.19,3740,10.2,420,1.15,2765,7.54,7672,20.92,36673,98.65,310,0.83,192,0.52,37175,100.0,74,74-OVALLE,1090,1090-DE COQUIMBO
DE COQUIMBO,PAIHUANO,576,27.6,488,23.38,289,13.85,274,13.13,37,1.77,146,7.0,277,13.27,2087,98.54,17,0.8,14,0.66,2118,100.0,70,70-PAIHUANO,1090,1090-DE COQUIMBO
DE COQUIMBO,PUNITAQUI,819,20.26,682,16.87,709,17.54,296,7.32,31,0.77,262,6.48,1244,30.77,4043,97.85,44,1.06,45,1.09,4132,100.0,75,75-PUNITAQUI,1090,1090-DE COQUIMBO
DE COQUIMBO,RIO HURTADO,327,18.65,365,20.82,396,22.59,195,11.12,20,1.14,124,7.07,326,18.6,1753,97.99,23,1.29,13,0.73,1789,100.0,76,76-RIO HURTADO,1090,1090-DE COQUIMBO
DE COQUIMBO,SALAMANCA,2134,21.72,2017,20.53,1610,16.39,832,8.47,141,1.44,577,5.87,2512,25.57,9823,98.42,85,0.85,73,0.73,9981,100.0,65,65-SALAMANCA,1090,1090-DE COQUIMBO
DE COQUIMBO,VICUÑA,2255,24.72,1745,19.13,1968,21.57,822,9.01,124,1.36,537,5.89,1672,18.33,9123,98.05,119,1.28,62,0.67,9304,100.0,71,71-VICUÑA,1090,1090-DE COQUIMBO
DE VALPARAISO,total,223387,28.14,211894,26.69,81846,10.31,95659,12.05,13248,1.67,63820,8.04,104012,13.1,793866,98.86,6299,0.78,2817,0.35,802982,100.0,-99,total,1091,1091-DE VALPARAISO
DE VALPARAISO,ALGARROBO,1978,24.26,2877,35.28,817,10.02,1352,16.58,90,1.1,472,5.79,568,6.97,8154,99.23,43,0.52,20,0.24,8217,100.0,183,183-ALGARROBO,1091,1091-DE VALPARAISO
DE VALPARAISO,CABILDO,2322,29.93,1427,18.39,1258,16.21,663,8.54,101,1.3,680,8.76,1308,16.86,7759,98.5,76,0.96,42,0.53,7877,100.0,171,171-CABILDO,1091,1091-DE VALPARAISO
DE VALPARAISO,CALERA,5607,26.2,4012,18.75,2027,9.47,2066,9.66,276,1.29,2442,11.41,4967,23.21,21397,98.73,201,0.93,75,0.35,21673,100.0,176,176-CALERA,1091,1091-DE VALPARAISO
DE VALPARAISO,CALLE LARGA,1304,20.7,1365,21.66,942,14.95,736,11.68,91,1.44,620,9.84,1243,19.73,6301,97.86,98,1.52,40,0.62,6439,100.0,18293,18293-CALLE LARGA,1091,1091-DE VALPARAISO
DE VALPARAISO,CARTAGENA,2188,25.07,2321,26.59,1173,13.44,971,11.13,158,1.81,1040,11.92,877,10.05,8728,98.81,68,0.77,37,0.42,8833,100.0,184,184-CARTAGENA,1091,1091-DE VALPARAISO
DE VALPARAISO,CASABLANCA,2850,26.34,3330,30.78,1254,11.59,1386,12.81,151,1.4,768,7.1,1081,9.99,10820,98.63,106,0.97,44,0.4,10970,100.0,195,195-CASABLANCA,1091,1091-DE VALPARAISO
DE VALPARAISO,CATEMU,1220,23.75,990,19.28,663,12.91,591,11.51,47,0.92,483,9.4,1142,22.24,5136,98.07,62,1.18,39,0.74,5237,100.0,189,189-CATEMU,1091,1091-DE VALPARAISO
DE VALPARAISO,CONCON,5100,20.57,9357,37.74,2029,8.18,4702,18.96,227,0.92,1251,5.05,2128,8.58,24794,99.14,138,0.55,76,0.3,25008,100.0,196,196-CONCON,1091,1091-DE VALPARAISO
DE VALPARAISO,EL QUISCO,2406,30.99,2027,26.11,815,10.5,1022,13.17,123,1.58,663,8.54,707,9.11,7763,99.19,44,0.56,19,0.24,7826,100.0,185,185-EL QUISCO,1091,1091-DE VALPARAISO
DE VALPARAISO,EL TABO,2224,31.37,1791,25.26,840,11.85,799,11.27,141,1.99,759,10.71,535,7.55,7089,99.22,38,0.53,18,0.25,7145,100.0,186,186-EL TABO,1091,1091-DE VALPARAISO
DE VALPARAISO,HIJUELAS,1454,19.87,1725,23.58,762,10.42,778,10.63,59,0.81,644,8.8,1894,25.89,7316,98.57,72,0.97,34,0.46,7422,100.0,177,177-HIJUELAS,1091,1091-DE VALPARAISO
DE VALPARAISO,ISLA DE PASCUA,972,33.59,581,20.08,352,12.16,314,10.85,41,1.42,323,11.16,311,10.75,2894,95.61,60,1.98,73,2.41,3027,100.0,18434,18434-ISLA DE PASCUA,1091,1091-DE VALPARAISO
DE VALPARAISO,JUAN FERNANDEZ,144,45.43,61,19.24,37,11.67,42,13.25,5,1.58,22,6.94,6,1.89,317,98.75,1,0.31,3,0.93,321,100.0,18680,18680-JUAN FERNANDEZ,1091,1091-DE VALPARAISO
DE VALPARAISO,LA CRUZ,2124,23.13,2639,28.74,808,8.8,1249,13.6,100,1.09,646,7.04,1616,17.6,9182,99.24,53,0.57,17,0.18,9252,100.0,178,178-LA CRUZ,1091,1091-DE VALPARAISO
DE VALPARAISO,LA LIGUA,4229,29.16,3165,21.83,1896,13.07,1680,11.59,195,1.34,1079,7.44,2257,15.56,14501,98.82,114,0.78,59,0.4,14674,100.0,172,172-LA LIGUA,1091,1091-DE VALPARAISO
DE VALPARAISO,LIMACHE,5243,27.14,5735,29.69,1791,9.27,2418,12.52,280,1.45,1295,6.7,2555,13.23,19317,98.73,170,0.87,79,0.4,19566,100.0,179,179-LIMACHE,1091,1091-DE VALPARAISO
DE VALPARAISO,LLAILLAY,2900,28.33,1688,16.49,1441,14.08,1006,9.83,169,1.65,974,9.51,2060,20.12,10238,98.33,125,1.2,49,0.47,10412,100.0,190,190-LLAILLAY,1091,1091-DE VALPARAISO
DE VALPARAISO,LOS ANDES,7177,24.65,7144,24.53,3240,11.13,3590,12.33,330,1.13,2268,7.79,5369,18.44,29118,98.64,279,0.95,122,0.41,29519,100.0,168,168-LOS ANDES,1091,1091-DE VALPARAISO
DE VALPARAISO,NOGALES,2325,25.1,1501,16.21,1094,11.81,925,9.99,130,1.4,899,9.71,2388,25.78,9262,98.77,60,0.64,55,0.59,9377,100.0,180,180-NOGALES,1091,1091-DE VALPARAISO
DE VALPARAISO,OLMUE,1925,24.48,2624,33.37,760,9.66,1000,12.72,101,1.28,561,7.13,893,11.36,7864,98.58,69,0.86,44,0.55,7977,100.0,181,181-OLMUE,1091,1091-DE VALPARAISO
DE VALPARAISO,PANQUEHUE,714,21.82,870,26.59,389,11.89,331,10.12,28,0.86,229,7.0,711,21.73,3272,98.26,33,0.99,25,0.75,3330,100.0,191,191-PANQUEHUE,1091,1091-DE VALPARAISO
DE VALPARAISO,PAPUDO,869,24.04,904,25.01,497,13.75,658,18.2,34,0.94,195,5.39,458,12.67,3615,99.34,14,0.38,10,0.27,3639,100.0,173,173-PAPUDO,1091,1091-DE VALPARAISO
DE VALPARAISO,PETORCA,1175,28.74,671,16.41,712,17.41,361,8.83,54,1.32,374,9.15,742,18.15,4089,98.13,48,1.15,30,0.72,4167,100.0,174,174-PETORCA,1091,1091-DE VALPARAISO
DE VALPARAISO,PUCHUNCAVI,2319,26.42,1920,21.87,907,10.33,1357,15.46,126,1.44,793,9.03,1357,15.46,8779,98.97,64,0.72,27,0.3,8870,100.0,23471,23471-PUCHUNCAVI,1091,1091-DE VALPARAISO
DE VALPARAISO,PUTAENDO,1807,28.03,1382,21.44,1031,15.99,628,9.74,119,1.85,536,8.31,944,14.64,6447,98.47,64,0.98,36,0.55,6547,100.0,192,192-PUTAENDO,1091,1091-DE VALPARAISO
DE VALPARAISO,QUILLOTA,9253,25.38,9930,27.23,3514,9.64,4514,12.38,565,1.55,3009,8.25,5680,15.58,36465,98.88,298,0.81,116,0.31,36879,100.0,182,182-QUILLOTA,1091,1091-DE VALPARAISO
DE VALPARAISO,QUILPUE,20730,29.53,19866,28.3,6164,8.78,8511,12.12,1075,1.53,5615,8.0,8245,11.74,70206,99.01,515,0.73,188,0.27,70909,100.0,199,199-QUILPUE,1091,1091-DE VALPARAISO
DE VALPARAISO,QUINTERO,3086,25.21,2997,24.49,1165,9.52,1237,10.11,186,1.52,1281,10.47,2288,18.69,12240,98.83,89,0.72,56,0.45,12385,100.0,200,200-QUINTERO,1091,1091-DE VALPARAISO
DE VALPARAISO,RINCONADA,1097,21.23,1415,27.39,710,13.74,644,12.46,63,1.22,375,7.26,863,16.7,5167,99.02,24,0.46,27,0.52,5218,100.0,169,169-RINCONADA,1091,1091-DE VALPARAISO
DE VALPARAISO,SAN ANTONIO,11916,30.79,6985,18.05,5075,13.12,3455,8.93,1038,2.68,4312,11.14,5914,15.28,38695,98.82,323,0.82,139,0.35,39157,100.0,187,187-SAN ANTONIO,1091,1091-DE VALPARAISO
DE VALPARAISO,SAN ESTEBAN,1726,20.88,1816,21.96,1240,15.0,1006,12.17,93,1.12,594,7.18,1793,21.69,8268,98.42,90,1.07,43,0.51,8401,100.0,170,170-SAN ESTEBAN,1091,1091-DE VALPARAISO
DE VALPARAISO,SAN FELIPE,7691,26.07,7542,25.56,3280,11.12,3253,11.03,425,1.44,2200,7.46,5113,17.33,29504,98.76,239,0.8,132,0.44,29875,100.0,193,193-SAN FELIPE,1091,1091-DE VALPARAISO
DE VALPARAISO,SANTA MARIA,1149,19.38,1343,22.66,1017,17.16,770,12.99,59,1.0,449,7.57,1141,19.25,5928,97.9,85,1.4,42,0.69,6055,100.0,194,194-SANTA MARIA,1091,1091-DE VALPARAISO
DE VALPARAISO,SANTO DOMINGO,1281,17.32,3000,40.55,828,11.19,1333,18.02,58,0.78,395,5.34,503,6.8,7398,99.09,46,0.62,22,0.29,7466,100.0,188,188-SANTO DOMINGO,1091,1091-DE VALPARAISO
DE VALPARAISO,VALPARAISO,45684,35.25,30484,23.52,12931,9.98,12302,9.49,3301,2.55,11393,8.79,13507,10.42,129602,98.81,1129,0.86,438,0.33,131169,100.0,201,201-VALPARAISO,1091,1091-DE VALPARAISO
DE VALPARAISO,VILLA ALEMANA,14351,28.05,15343,29.99,4365,8.53,5754,11.25,852,1.67,3950,7.72,6545,12.79,51160,99.05,366,0.71,125,0.24,51651,100.0,202,202-VILLA ALEMANA,1091,1091-DE VALPARAISO
DE VALPARAISO,VIÑA DEL MAR,41778,27.91,47235,31.56,13555,9.06,20944,13.99,2319,1.55,9962,6.66,13873,9.27,149666,99.1,964,0.64,401,0.27,151031,100.0,203,203-VIÑA DEL MAR,1091,1091-DE VALPARAISO
DE VALPARAISO,ZAPALLAR,1069,19.74,1831,33.81,467,8.62,1311,24.21,38,0.7,269,4.97,430,7.94,5415,99.16,31,0.57,15,0.27,5461,100.0,175,175-ZAPALLAR,1091,1091-DE VALPARAISO
METROPOLITANA DE SANTIAGO,total,892528,31.02,721348,25.07,294981,10.25,439857,15.29,51162,1.78,256649,8.92,220529,7.67,2877054,98.96,21024,0.72,9196,0.32,2907274,100.0,-99,total,1092,1092-METROPOLITANA DE SANTIAGO
METROPOLITANA DE SANTIAGO,ALHUE,636,25.6,467,18.8,520,20.93,320,12.88,31,1.25,151,6.08,359,14.45,2484,98.61,19,0.75,16,0.64,2519,100.0,298,298-ALHUE,1092,1092-METROPOLITANA DE SANTIAGO
METROPOLITANA DE SANTIAGO,BUIN,10500,26.59,11636,29.46,3809,9.64,4609,11.67,513,1.3,3189,8.07,5237,13.26,39493,98.47,481,1.2,132,0.33,40106,100.0,294,294-BUIN,1092,1092-METROPOLITANA DE SANTIAGO
METROPOLITANA DE SANTIAGO,CALERA DE TANGO,2586,24.62,3596,34.23,1067,10.16,1693,16.12,115,1.09,693,6.6,754,7.18,10504,99.07,59,0.56,40,0.38,10603,100.0,295,295-CALERA DE TANGO,1092,1092-METROPOLITANA DE SANTIAGO
METROPOLITANA DE SANTIAGO,CERRILLOS,9637,31.36,7190,23.4,2971,9.67,3812,12.4,593,1.93,3536,11.51,2994,9.74,30733,99.0,221,0.71,88,0.28,31042,100.0,303,303-CERRILLOS,1092,1092-METROPOLITANA DE SANTIAGO
